name,x,y,width,height,is_fixed
p1,2.590808497763099,0.0,1.0,1.0,0
p65,0,0,1.0,1.0,0
sb10,0.0,0.0,1.0,1.0,0
p140,0,0,1.0,1.0,0
p155,0,0,1.0,1.0,0
sb31,0,0,1.0,1.0,0
p156,8.781891980163547,6.469802505166323,1.0,1.0,0
2,0,0,1.0,1.0,0
p13,0,0,1.0,1.0,0
p36,0.0,0.0,1.0,1.0,0
p208,1.3185803391139788,3.7159898546802412,1.0,1.0,0
sb30,0,0,1.0,1.0,0
p48,9.916727430480965,0.37405305175023396,1.0,1.0,0
sb9,0,0,1.0,1.0,0
p69,0,0,1.0,1.0,0
p104,0,0,1.0,1.0,0
p209,0.0,0.0,1.0,1.0,0
p74,0,0,1.0,1.0,0
p150,0.0,0.0,1.0,1.0,0
p181,0,0,1.0,1.0,0
sb42,0,0,1.0,1.0,0
p157,0.0,0.0,1.0,1.0,0
sb36,0.0,0.0,1.0,1.0,0
4,0.0,0.0,1.0,1.0,0
p47,0.0,0.0,1.0,1.0,0
NumNets,0,0,1.0,1.0,0
Huaizhi,0.0,0.0,1.0,1.0,0
p39,0,0,1.0,1.0,0
p50,0,0,1.0,1.0,0
sb28,0,0,1.0,1.0,0
p14,0.0,0.0,1.0,1.0,0
p52,0.0,0.0,1.0,1.0,0
p54,1.192660757588222,0.0,1.0,1.0,0
p114,0,0,1.0,1.0,0
p165,2.2317376480206597,1.1715852434951695,1.0,1.0,0
p172,0,0,1.0,1.0,0
p203,0,0,1.0,1.0,0
p60,0,0,1.0,1.0,0
p107,0,0,1.0,1.0,0
p7,0,0,1.0,1.0,0
sb0,0.0,0.0,1.0,1.0,0
p68,14.362129892056458,0.0,1.0,1.0,0
p44,0,0,1.0,1.0,0
sb24,0,0,1.0,1.0,0
p120,4.182976744122158,5.788449646102498,1.0,1.0,0
sb41,0.0,2.8568171397406075,1.0,1.0,0
sb6,0.0,0.0,1.0,1.0,0
p102,0,0,1.0,1.0,0
p27,0,0,1.0,1.0,0
p169,0,0,1.0,1.0,0
p45,6.06303739111727,0.0,1.0,1.0,0
Wu,0,0,1.0,1.0,0
sb47,0,0,1.0,1.0,0
p16,0,0,1.0,1.0,0
p189,7.224228202537936,10.198876024393337,1.0,1.0,0
p83,0,0,1.0,1.0,0
p137,0,0,1.0,1.0,0
p49,0,0,1.0,1.0,0
p139,0,0,1.0,1.0,0
Platform,0.0,14.216442256761264,1.0,1.0,0
p6,0.0,0.0,1.0,1.0,0
p129,15.308116821487785,0.0,1.0,1.0,0
sparc,0,0,1.0,1.0,0
sb40,0,0,1.0,1.0,0
p18,0,0,1.0,1.0,0
p108,4.004084171823569,0.0,1.0,1.0,0
p86,0,0,1.0,1.0,0
p26,0,0,1.0,1.0,0
p124,0,0,1.0,1.0,0
sb17,0,0,1.0,1.0,0
p119,0.0,3.0655375643104064,1.0,1.0,0
p188,0,0,1.0,1.0,0
p184,0.0,0.0,1.0,1.0,0
p185,17.699098992881073,0.0,1.0,1.0,0
p133,0.0,17.034471511913964,1.0,1.0,0
p194,0,0,1.0,1.0,0
p72,0.0,0.0,1.0,1.0,0
NetDegree,0.0,19.37792402525093,1.0,1.0,0
p127,0,0,1.0,1.0,0
sb44,0,0,1.0,1.0,0
SUNW,0,0,1.0,1.0,0
p186,0,0,1.0,1.0,0
p67,0,0,1.0,1.0,0
p78,14.118615475707127,0.0,1.0,1.0,0
p125,0.0,9.429792810352177,1.0,1.0,0
p130,0,0,1.0,1.0,0
sb32,0,0,1.0,1.0,0
p183,0.0,5.360505325587638,1.0,1.0,0
p82,0.0,14.528540611468316,1.0,1.0,0
sb49,0,0,1.0,1.0,0
p173,0.0,0.0,1.0,1.0,0
p132,0,0,1.0,1.0,0
B,16.021241425270325,0.0,1.0,1.0,0
p28,0,0,1.0,1.0,0
p62,0,0,1.0,1.0,0
p204,3.2211528519463353,0.0,1.0,1.0,0
p90,17.255849593426504,0.0,1.0,1.0,0
SunOS,0,0,1.0,1.0,0
p98,0.0,0.0,1.0,1.0,0
p106,0,0,1.0,1.0,0
p77,0,0,1.0,1.0,0
p5,0,0,1.0,1.0,0
1050,0,0,1.0,1.0,0
sb34,0,0,1.0,1.0,0
sb20,0,0,1.0,1.0,0
p63,0,0,1.0,1.0,0
p70,0,0,1.0,1.0,0
p30,0.0,17.880618607106506,1.0,1.0,0
p141,0,0,1.0,1.0,0
p206,0,0,1.0,1.0,0
p145,0.0,0.0,1.0,1.0,0
sb13,0,0,1.0,1.0,0
p110,0,0,1.0,1.0,0
sb7,0,0,1.0,1.0,0
p146,0,0,1.0,1.0,0
p197,0,0,1.0,1.0,0
p159,0,0,1.0,1.0,0
p29,0,0,1.0,1.0,0
p198,0,0,1.0,1.0,0
p53,0,0,1.0,1.0,0
p168,0,0,1.0,1.0,0
p11,0,0,1.0,1.0,0
p162,0,0,1.0,1.0,0
p15,0,0,1.0,1.0,0
p100,0,0,1.0,1.0,0
p2,0,0,1.0,1.0,0
p153,0,0,1.0,1.0,0
sb3,0,0,1.0,1.0,0
p174,13.287081796929147,0.0,1.0,1.0,0
p135,0,0,1.0,1.0,0
p126,0,0,1.0,1.0,0
p118,0.0,0.0,1.0,1.0,0
p109,0,0,1.0,1.0,0
p99,17.884724362539124,7.324292340950742,1.0,1.0,0
sb2,0,0,1.0,1.0,0
p66,0,0,1.0,1.0,0
p170,4.708581304856613,7.454849968165959,1.0,1.0,0
sb14,0,0,1.0,1.0,0
p136,0,0,1.0,1.0,0
p20,0.0,19.344750754606956,1.0,1.0,0
3,0,0,1.0,1.0,0
sb12,0,0,1.0,1.0,0
p101,0,0,1.0,1.0,0
p175,0.0,0.0,1.0,1.0,0
p163,0,0,1.0,1.0,0
nets,0,0,1.0,1.0,0
p80,0,0,1.0,1.0,0
p192,0,0,1.0,1.0,0
p95,0,0,1.0,1.0,0
p58,0,0,1.0,1.0,0
p35,0,0,1.0,1.0,0
p116,0.0,0.0,1.0,1.0,0
p152,0,0,1.0,1.0,0
p75,0,0,1.0,1.0,0
p56,0,0,1.0,1.0,0
p85,0,0,1.0,1.0,0
p117,0,0,1.0,1.0,0
p32,16.945470715603808,9.297642670237746,1.0,1.0,0
sb8,0.0,0.0,1.0,1.0,0
p12,19.060287809481668,7.929782723845582,1.0,1.0,0
p9,14.871959417537315,12.88554071851774,1.0,1.0,0
p17,7.397254130728763,1.3264218952275262,1.0,1.0,0
p134,11.022617933382218,0.0,1.0,1.0,0
sb16,0,0,1.0,1.0,0
485,0,0,1.0,1.0,0
p76,0,0,1.0,1.0,0
p115,0,0,1.0,1.0,0
sb18,0,0,1.0,1.0,0
sb35,0.0,0.0,1.0,1.0,0
p151,0.0,0.0,1.0,1.0,0
p176,27.428194297667993,4.532869405224319,1.0,1.0,0
sb22,0.0,0.0,1.0,1.0,0
p88,0,0,1.0,1.0,0
p144,0,0,1.0,1.0,0
sb5,0.0,0.0,1.0,1.0,0
sb15,0.0,0.0,1.0,1.0,0
p59,0.0,0.0,1.0,1.0,0
p161,0,0,1.0,1.0,0
p46,0.0,0.0,1.0,1.0,0
p51,0.0,3.972998277778019,1.0,1.0,0
p205,0,0,1.0,1.0,0
p91,0,0,1.0,1.0,0
p178,0,0,1.0,1.0,0
p4,0.0,0.0,1.0,1.0,0
p160,0,0,1.0,1.0,0
sb27,0,0,1.0,1.0,0
p128,0,0,1.0,1.0,0
User,1.9224272506350102,1.8551244779632508,1.0,1.0,0
p187,12.552722768273853,0.0,1.0,1.0,0
2000,0,0,1.0,1.0,0
p179,0.0,0.0,1.0,1.0,0
p195,0,0,1.0,1.0,0
sb19,0,0,1.0,1.0,0
sb38,0,0,1.0,1.0,0
p149,0,0,1.0,1.0,0
p201,0.0,0.0,1.0,1.0,0
sb45,0.0,0.0,1.0,1.0,0
p57,0,0,1.0,1.0,0
p148,0,0,1.0,1.0,0
p123,11.212363923969486,0.0,1.0,1.0,0
p191,0,0,1.0,1.0,0
p200,0,0,1.0,1.0,0
p131,0,0,1.0,1.0,0
sb21,0.0,0.0,1.0,1.0,0
p166,0,0,1.0,1.0,0
p61,0,0,1.0,1.0,0
p93,0,0,1.0,1.0,0
p196,0,0,1.0,1.0,0
Created,0.0,9.397291386749215,1.0,1.0,0
p113,0,0,1.0,1.0,0
sb39,0.0,0.0,1.0,1.0,0
p37,0.0,0.0,1.0,1.0,0
p34,0,0,1.0,1.0,0
p81,0.0,0.0,1.0,1.0,0
p202,0,0,1.0,1.0,0
p24,0.0,0.0,1.0,1.0,0
p207,0,0,1.0,1.0,0
p89,0,0,1.0,1.0,0
p42,0.0,9.110896657296177,1.0,1.0,0
sb25,0,0,1.0,1.0,0
p43,0,0,1.0,1.0,0
p33,0,0,1.0,1.0,0
p21,0.0,0.0,1.0,1.0,0
sb37,0,0,1.0,1.0,0
p142,5.6105622859734625,10.825303042698469,1.0,1.0,0
NumPins,0.0,0.0,1.0,1.0,0
p71,0.0,0.0,1.0,1.0,0
sb26,0,0,1.0,1.0,0
sb11,0,0,1.0,1.0,0
p94,0,0,1.0,1.0,0
p10,13.540711155714982,0.0,1.0,1.0,0
p40,0,0,1.0,1.0,0
p38,0,0,1.0,1.0,0
p87,0,0,1.0,1.0,0
p22,0,0,1.0,1.0,0
sb4,0.0,0.0,1.0,1.0,0
sb48,0,0,1.0,1.0,0
sb43,0,0,1.0,1.0,0
p25,0,0,1.0,1.0,0
p103,0.0,0.0,1.0,1.0,0
p138,0,0,1.0,1.0,0
p111,0,0,1.0,1.0,0
p143,0,0,1.0,1.0,0
p199,0,0,1.0,1.0,0
p171,0,0,1.0,1.0,0
p23,0,0,1.0,1.0,0
p182,0,0,1.0,1.0,0
p121,4.609951418168669,5.815083157441601,1.0,1.0,0
p190,0,0,1.0,1.0,0
p31,12.681343596850853,15.490461462964976,1.0,1.0,0
p73,0,0,1.0,1.0,0
p64,0,0,1.0,1.0,0
p8,0.0,0.0,1.0,1.0,0
p84,0,0,1.0,1.0,0
p105,0,0,1.0,1.0,0
p154,3.2183722057996005,0.0,1.0,1.0,0
p147,7.260671519465846,0.0,1.0,1.0,0
p112,0,0,1.0,1.0,0
p41,0.0,0.0,1.0,1.0,0
p55,0.0,9.820557985182472,1.0,1.0,0
p19,0,0,1.0,1.0,0
p96,0,0,1.0,1.0,0
sb46,0,0,1.0,1.0,0
p164,0,0,1.0,1.0,0
p158,0.0,9.728432969812136,1.0,1.0,0
sb29,0,0,1.0,1.0,0
p193,0.0,0.0,1.0,1.0,0
p180,0,0,1.0,1.0,0
p92,0,0,1.0,1.0,0
p79,0,0,1.0,1.0,0
sb1,0,0,1.0,1.0,0
sb33,0,0,1.0,1.0,0
p167,0.0,5.475708381933869,1.0,1.0,0
p177,0,0,1.0,1.0,0
p122,4.910151211022142,0.0,1.0,1.0,0
p97,0.0,0.6994150611953258,1.0,1.0,0
p3,0.0,0.0,1.0,1.0,0
sb23,0.0,0.0,1.0,1.0,0
