name,x,y,width,height,is_fixed
p108,3675.6523274746432,143.77070349226148,1.0,1.0,0
p185,4893.827010102346,4280.097878551636,1.0,1.0,0
p227,2408.3409167625878,1200.1946354468523,1.0,1.0,0
Platform,447.6647171737261,49.99984078115771,1.0,1.0,0
p325,4410.90084496709,320.19277743728287,1.0,1.0,0
p133,4201.0637699644485,8657.638288192671,1.0,1.0,0
p208,897.4158194065448,2400.877848294408,1.0,1.0,0
p195,7221.081415390348,6557.587968184398,1.0,1.0,0
sb41,948.9317792567196,2536.61475221233,1.0,1.0,0
p304,6126.161747756937,880.0267214381469,1.0,1.0,0
sb31,1624.524736925626,1394.2537961763726,1.0,1.0,0
sb84,2952.205887850005,2152.630896946942,1.0,1.0,0
p124,4628.5430644362095,4631.1061075655,1.0,1.0,0
p101,2871.4488614398433,2994.378184720694,1.0,1.0,0
p223,4584.815789255269,2746.211346728102,1.0,1.0,0
p311,4366.61367779849,3410.070215381272,1.0,1.0,0
sb30,2121.7607872133062,3275.886264969257,1.0,1.0,0
p161,1391.8855221730573,1917.144576180969,1.0,1.0,0
p71,714.4759430826332,513.397819627118,1.0,1.0,0
p159,1979.6329231538473,1442.900510994118,1.0,1.0,0
sb68,2653.702768775098,278.543290117763,1.0,1.0,0
p163,380.7248404389163,500.5174915563672,1.0,1.0,0
p201,621.9552654483186,1086.6078831766995,1.0,1.0,0
sb62,375.9291064388158,397.3172916323311,1.0,1.0,0
sb1,2483.2117302595734,3207.438712158579,1.0,1.0,0
sb79,2388.6753495916782,1345.120972789291,1.0,1.0,0
p202,1994.7351493938727,5786.719259304194,1.0,1.0,0
sb61,4654.414679159969,3258.499904941249,1.0,1.0,0
p149,3348.168566172729,4498.396011250183,1.0,1.0,0
p134,1468.631322752803,3217.726515167777,1.0,1.0,0
p145,8755.237636892525,6559.46639909054,1.0,1.0,0
p257,3945.530971853691,4902.989062529081,1.0,1.0,0
p275,9098.087377712498,8529.006542744137,1.0,1.0,0
sb70,2466.7450146938713,1724.2978524284829,1.0,1.0,0
p23,4923.691648034514,1680.876944225689,1.0,1.0,0
p188,6345.840428340282,9948.856575758246,1.0,1.0,0
p21,1711.0023526069433,625.0210857843605,1.0,1.0,0
p266,2879.3764132648244,1681.0139684257547,1.0,1.0,0
p20,8552.349530603602,4053.295278052284,1.0,1.0,0
p331,4174.860419110992,2782.8753576183703,1.0,1.0,0
p324,2673.4879078067534,1251.293884557426,1.0,1.0,0
p296,555.7695237022481,853.5657794295084,1.0,1.0,0
