name,x,y,width,height,is_fixed
p176,6394.267984578837,250.10755222666936,1.0,1.0,0
p140,2750.2931836911926,2232.1073814882275,1.0,1.0,0
SunOS,7364.712141640124,6766.994874229113,1.0,1.0,0
p214,8842.84232067828,914.7033616713753,1.0,1.0,0
p303,2166.354952171612,2029.8591289200951,1.0,1.0,0
p72,2080.722427459969,4965.097807738936,1.0,1.0,0
p14,6938.917061932707,868.2299558378513,1.0,1.0,0
sb33,5411.695187215735,962.6277273887914,1.0,1.0,0
p56,2140.836765405619,5924.4481014199155,1.0,1.0,0
p204,8094.304566778266,64.98759678061018,1.0,1.0,0
p332,7166.033259917911,5088.720150695118,1.0,1.0,0
Wu,3402.5051651799185,1554.7949981178156,1.0,1.0,0
p200,9552.349752918339,3406.6108874335205,1.0,1.0,0
sb83,927.458433801479,967.1637683346402,1.0,1.0,0
sb0,8474.943663474598,6037.26031366891,1.0,1.0,0
p1,8096.18776129282,7293.847264090062,1.0,1.0,0
p20,5514.003645759861,3942.8273980291083,1.0,1.0,0
sb99,3785.343772083535,5520.40631273227,1.0,1.0,0
p310,6636.8882948453465,8207.47551709555,1.0,1.0,0
3,8611.828464112521,5779.908035421815,1.0,1.0,0
p97,9400.472239965862,4785.686527113629,1.0,1.0,0
2000,2301.8082573110396,2849.289222974292,1.0,1.0,0
p234,795.9232526489806,2312.2669100160992,1.0,1.0,0
p322,1110.4327990853515,2815.7672957958152,1.0,1.0,0
p260,3849.313622167635,5769.225880618165,1.0,1.0,0
p291,7599.90536061017,2035.5823835027386,1.0,1.0,0
sb12,2708.575067898328,9166.57108894447,1.0,1.0,0
p181,6992.011459331263,2757.3623077536413,1.0,1.0,0
p138,1716.4215095518405,7281.307832250251,1.0,1.0,0
p34,1634.024937619284,3794.554417576478,1.0,1.0,0
p151,3082.583499301337,8989.8148874259,1.0,1.0,0
p141,5569.497437746462,6846.142509898746,1.0,1.0,0
p279,8497.705951599992,7763.293486418742,1.0,1.0,0
sb1,1929.0938048611972,2218.205801258941,1.0,1.0,0
p44,2957.8567499077735,9386.101686687518,1.0,1.0,0
p167,5276.915027391018,4537.543580135589,1.0,1.0,0
p230,8763.676264726688,3146.778807984779,1.0,1.0,0
p237,570.996172657214,1469.837811437086,1.0,1.0,0
p47,4695.899109253199,3280.2681283615098,1.0,1.0,0
sb90,2684.9665802035465,2482.667262988272,1.0,1.0,0
p74,5596.428761231383,2427.617004829959,1.0,1.0,0
p229,3213.9780115235008,9393.217662356,1.0,1.0,0
p283,3949.3633048937063,2272.8417649460434,1.0,1.0,0
p108,9958.969435973422,5116.538081365026,1.0,1.0,0
p196,912.8284763043013,467.3930179026478,1.0,1.0,0
sb88,1106.7974219699495,6288.358691366561,1.0,1.0,0
p305,8080.159431845178,4034.2559069701956,1.0,1.0,0
p188,7209.0884443027035,7550.236845332225,1.0,1.0,0
p169,9961.213802400967,5291.143450991371,1.0,1.0,0
sb3,5644.285354837441,3039.6775557149826,1.0,1.0,0
p162,5963.030097437037,6637.449499876982,1.0,1.0,0
p83,6780.064644050566,5266.524875563398,1.0,1.0,0
p235,2660.8930793814106,6380.639910608114,1.0,1.0,0
p265,624.1680281639726,7643.100637429382,1.0,1.0,0
p4,1214.2608336261985,9731.468158216943,1.0,1.0,0
p132,8490.388863822103,2681.6675483199047,1.0,1.0,0
p118,5005.8611305029835,1786.5188053013137,1.0,1.0,0
p207,9113.32309107661,8710.70991221731,1.0,1.0,0
p175,2803.098691838942,6542.860396035979,1.0,1.0,0
p182,6084.300156442385,1530.5256748897673,1.0,1.0,0
p261,7557.44377382487,5406.760164962327,1.0,1.0,0
sb93,7579.6242256129735,5076.519226576,1.0,1.0,0
p171,0,3162.33727586783,1.0,1.0,0
p117,117.48661761732365,9265.850838381566,1.0,1.0,0
Huaizhi,8815.570242939775,8334.338770236618,1.0,1.0,0
p278,3075.141254026614,579.2516649418756,1.0,1.0,0
p320,8848.835832415463,9395.085062551643,1.0,1.0,0
p252,786.6640888721561,4795.40829713766,1.0,1.0,0
