name,x,y,width,height,is_fixed
p245,6394.267984578837,250.10755222666936,1.0,1.0,0
p294,2750.2931836911926,2232.1073814882275,1.0,1.0,0
p326,7381.364420305476,6767.502655926322,1.0,1.0,0
p36,8921.795677048454,869.3883262941615,1.0,1.0,0
p79,4227.291165300099,301.2355230168869,1.0,1.0,0
p148,2186.3797480360336,5053.552881033624,1.0,1.0,0
p23,265.35969683863624,1988.376506866485,1.0,1.0,0
p233,6487.355511034578,5450.864005353243,1.0,1.0,0
sb62,2185.7865232895992,5905.181895169344,1.0,1.0,0
p17,8094.304566778266,64.98759678061018,1.0,1.0,0
sb54,8060.443027105668,6981.829134834414,1.0,1.0,0
p137,3402.5051651799185,1554.7949981178156,1.0,1.0,0
p71,9577.65453006188,3365.0990426752146,1.0,1.0,0
p256,927.458433801479,967.1637683346402,1.0,1.0,0
sb68,8459.710369896708,6028.675582880337,1.0,1.0,0
p86,8075.4174470395865,7303.37421164753,1.0,1.0,0
p87,5362.280914547007,9731.157639793706,1.0,1.0,0
p164,3785.343772083535,5520.40631273227,1.0,1.0,0
p309,8294.04664252995,6185.1975236424605,1.0,1.0,0
3,8617.069003107772,5773.52145256762,1.0,1.0,0
p84,7045.718362149235,458.24383655662217,1.0,1.0,0
p250,2281.791035533782,2903.770557523963,1.0,1.0,0
p218,797.919769236275,2327.908863610302,1.0,1.0,0
p288,1010.0142940972911,2779.736031100921,1.0,1.0,0
sb85,6356.844442644002,3648.3217897008426,1.0,1.0,0
p81,3701.8096711688263,2095.070307714877,1.0,1.0,0
sb74,8164.992140066907,7503.929074745157,1.0,1.0,0
p304,6485.398557806145,6093.983920405739,1.0,1.0,0
p307,1711.3864819809698,7291.267979503492,1.0,1.0,0
sb22,1634.024937619284,3794.554417576478,1.0,1.0,0
p177,9895.233506365952,6399.997598540928,1.0,1.0,0
p42,5569.497437746462,6846.142509898746,1.0,1.0,0
p18,8438.4684047961,7777.199790100091,1.0,1.0,0
p78,2290.480719641044,321.0024390403776,1.0,1.0,0
p90,3154.530480590819,2677.4087597570274,1.0,1.0,0
p156,2109.8284358632645,9429.097143350544,1.0,1.0,0
p192,8763.676264726688,3146.778807984779,1.0,1.0,0
p224,6554.3866529488005,3956.3190106066427,1.0,1.0,0
p298,9145.475897405435,4588.518525873988,1.0,1.0,0
p246,2648.8016649805245,2466.2750769398344,1.0,1.0,0
sb32,5613.681341631508,2627.4160852293526,1.0,1.0,0
p40,5845.859902235406,8978.22883602477,1.0,1.0,0
p195,3994.0050514039726,2193.2075915728333,1.0,1.0,0
sb45,9962.227166349216,5092.550239843498,1.0,1.0,0
1873,894.2500397784593,468.3347312071445,1.0,1.0,0
sb61,1076.4916826825663,6272.26284157542,1.0,1.0,0
p28,7920.793643629641,4221.59966799684,1.0,1.0,0
NumNets,627.8419894173187,3807.493851493544,1.0,1.0,0
p131,9955.935792990856,5296.974335624073,1.0,1.0,0
p329,9720.38023246511,8605.856709127162,1.0,1.0,0
p198,114.81021942819636,7207.218193601946,1.0,1.0,0
p317,6817.103690265748,5369.703304087951,1.0,1.0,0
p175,2674.396938434861,6401.516782884094,1.0,1.0,0
p73,1100.3247966400031,4333.32603001659,1.0,1.0,0
p227,4537.237063292065,9538.1592752108,1.0,1.0,0
p146,8758.52940378194,2633.890507510908,1.0,1.0,0
p259,5009.4017019796975,1793.1802664362715,1.0,1.0,0
p152,9126.278393448205,8705.18569836767,1.0,1.0,0
p161,2989.9163058881745,6407.591948389277,1.0,1.0,0
p11,6089.702114381723,1528.3926854963481,1.0,1.0,0
